count,max,mean,median,min,percentile_25,percentile_50,percentile_75,std,substrate
9638,1.68516898155,1.14107852705,1.10767555237,0.42573300004,0.934213519096,1.10767549276,1.34128421545,0.261044441478,gravel
1298,1.5731869936,1.0374893165,0.990602016449,0.566545009613,0.850137740374,0.990602016449,1.18708828092,0.259060720396,boulders
16810,1.49921405315,0.755695259053,0.720589518547,0.411873996258,0.634050995111,0.720589488745,0.842332005501,0.170427675061,sand
2074,1.6693199873,1.08840186065,1.10691595078,0.446781992912,0.873113512993,1.10691601038,1.36964470148,0.320839119604,gravel
59523,1.58829796314,0.726622613318,0.697296023369,0.420821011066,0.599153488874,0.697296023369,0.818693488836,0.173307579116,sand
5709,1.74872803688,1.18764402971,1.22594702244,0.513992011547,0.960404992104,1.22594702244,1.38964796066,0.257917870107,gravel
6344,1.83362102509,1.25897016682,1.27714204788,0.576016008854,1.04518297315,1.27714198828,1.50321602821,0.282128331794,boulders
4280,1.73038697243,1.1429256261,1.12510299683,0.51543700695,0.962449491024,1.12510299683,1.31322970986,0.247587496145,gravel
12037,1.5915210247,0.710657195652,0.69280397892,0.402067989111,0.596913993359,0.69280397892,0.796788990498,0.164174822816,sand
4425,1.10282504559,0.705474267302,0.671153008938,0.417470008135,0.597114980221,0.671153008938,0.786592006683,0.146095650064,sand
11298,2.0180709362,1.12291479963,1.12762093544,0.511665999889,0.903764009476,1.12762099504,1.3407690227,0.281187979589,boulders
10298,1.13966202736,0.631805307311,0.623043477535,0.38573500514,0.508387520909,0.623043477535,0.730342507362,0.139166426721,sand
4497,1.6290769577,0.997299306308,0.972321987152,0.531544983387,0.839191019535,0.972321987152,1.12339496613,0.214647767706,boulders
18151,1.27518296242,0.739764682387,0.730876982212,0.377766996622,0.607324004173,0.730876982212,0.844036519527,0.162403146543,sand
14397,1.22746002674,0.669131915503,0.641790986061,0.375925004482,0.552003026009,0.641790986061,0.758630990982,0.157369689589,sand
6543,1.40341496468,0.889371423898,0.877649009228,0.354954004288,0.743146002293,0.877649009228,1.0208914876,0.213966342464,gravel
6268,2.20963096619,0.914048399983,0.888862967491,0.504908025265,0.782341971993,0.888862997293,1.01257452369,0.192063366589,gravel
4413,1.55970299244,1.07788102534,1.07505595684,0.506760001183,0.926324009895,1.07505595684,1.24311494827,0.211505848697,sand
15013,1.42120802402,0.767958979822,0.753903985023,0.353015005589,0.589577972889,0.753903985023,0.912976980209,0.214121254498,sand
2971,1.15305995941,0.649891044748,0.634782016277,0.399623006582,0.495636999607,0.634782016277,0.767136514187,0.171009081897,sand
11784,1.35999298096,0.665755697278,0.64095300436,0.417210012674,0.567918255925,0.64095300436,0.743446275592,0.146641460099,sand
6796,1.40219402313,0.681121017878,0.633629500866,0.387024998665,0.547110751271,0.633629500866,0.770016759634,0.187693208386,sand
2799,1.46267604828,1.01903389743,1.04306697845,0.480830997229,0.845488995314,1.04306697845,1.17723399401,0.205549149838,gravel
1402,1.52764904499,1.1270145955,1.13502347469,0.564297020435,0.997670009732,1.13502347469,1.28638976812,0.203246806073,gravel
2626,1.1588820219,0.698101197684,0.666665017605,0.425980001688,0.563262999058,0.666665017605,0.780169010162,0.172983446306,sand
8091,1.27383995056,0.74401165985,0.732574999332,0.412979006767,0.592796981335,0.732574999332,0.887070000172,0.18156565386,sand
4439,1.60405802727,0.759102171889,0.688404023647,0.440887004137,0.58601000905,0.688404023647,0.859688997269,0.244183101664,boulders
10119,1.32195198536,0.722195714745,0.694656014442,0.41376298666,0.590940475464,0.694656014442,0.82420951128,0.166749172484,sand
10963,1.37966895103,0.902632184678,0.864705979824,0.442957997322,0.730442017317,0.864705979824,1.1008785367,0.225214789331,sand
11855,1.20777702332,0.619430628229,0.582395970821,0.364710003138,0.516838997602,0.582395970821,0.682108998299,0.147569236621,sand
12065,1.73538994789,1.17402740365,1.19539701939,0.481927990913,0.918998003006,1.19539701939,1.43067002296,0.296161633786,boulders
5438,1.3968590498,0.769365676145,0.733938992023,0.436643987894,0.612672522664,0.733938992023,0.908536240458,0.188501401687,sand
9276,1.40702903271,0.833384340721,0.817957997322,0.488525003195,0.697636991739,0.817957997322,0.959199249744,0.184729341386,sand
2894,1.14845204353,0.699580489806,0.693289041519,0.38849401474,0.59804302454,0.693289011717,0.788834497333,0.137029423836,sand
2106,1.14045703411,0.697402070164,0.712926983833,0.395590007305,0.571711495519,0.712927013636,0.810347273946,0.1518247053,sand
8347,1.53446996212,1.04384340931,1.05781698227,0.511355996132,0.878314971924,1.05781698227,1.22017604113,0.219546759991,gravel
5809,2.04178500175,1.17379055197,1.10582697392,0.501559972763,0.952172994614,1.10582697392,1.43089497089,0.281787538052,gravel
5248,1.530148983,0.949346309755,0.932605981827,0.493916004896,0.731678977609,0.932606011629,1.15593004227,0.258597870099,gravel
1967,1.45008897781,1.08633765728,1.09115695953,0.682775974274,0.991155028343,1.09115695953,1.19312447309,0.149756743769,gravel
3133,1.446393013,0.963566239178,0.961278021336,0.475080013275,0.787676990032,0.961278021336,1.11798799038,0.207471974554,sand
2245,1.42438602448,0.808226125331,0.787526011467,0.4860920012,0.666594028473,0.787526011467,0.906654000282,0.196544027636,sand
1634,1.6104940176,1.13148070841,1.14278399944,0.720067977905,0.960052505136,1.14278399944,1.30658474565,0.206378397146,boulders
1288,1.60290694237,1.22087789026,1.24257695675,0.639106988907,1.09406924248,1.24257695675,1.36213749647,0.219245680759,boulders
13255,1.28455305099,0.684609654965,0.65581202507,0.3260230124,0.537887990475,0.65581202507,0.830893009901,0.185571473849,sand
9458,1.42570698261,1.00231987801,1.00651550293,0.565563976765,0.880681723356,1.00651550293,1.13855576515,0.177300108925,sand
5574,1.59320497513,1.0193614816,1.01783657074,0.547437012196,0.869238749146,1.01783651114,1.16158750653,0.192277234227,sand
3858,1.58819496632,1.14640210885,1.12872600555,0.681297004223,1.028570503,1.12872600555,1.25124895573,0.186666118511,sand
7010,1.3469170332,0.868544308911,0.862150490284,0.394493997097,0.73911973834,0.862150490284,0.983571991324,0.182964686912,sand
6674,1.21260404587,0.702652668003,0.686035990715,0.344960987568,0.604322493076,0.686035990715,0.792932271957,0.140701295096,sand
13913,1.91717600822,1.27550672033,1.27634501457,0.47044301033,1.1381020546,1.27634501457,1.43638896942,0.198662434907,gravel
3401,1.39098405838,0.9702599247,0.974057018757,0.514952003956,0.865616977215,0.974057018757,1.08494198322,0.173218406386,sand
6224,1.65778100491,1.29684103056,1.29959797859,0.750989019871,1.19220805168,1.29959797859,1.42324995995,0.167577855522,gravel
790,1.34707295895,0.91610316023,0.888782024384,0.544683992863,0.802343994379,0.888781994581,0.985313266516,0.170575085429,gravel
3227,1.42075395584,0.726495317826,0.706914007664,0.434186995029,0.619681984186,0.706914007664,0.789614498615,0.159078416952,sand
1655,1.61082804203,1.10386177363,1.06959497929,0.509922981262,0.92653799057,1.06959497929,1.2787719965,0.238789192435,gravel
656,1.44667804241,1.03262682659,1.03046751022,0.63523799181,0.867963984609,1.03046751022,1.19155102968,0.205940049776,gravel
732,1.27081894875,0.875327855511,0.837980031967,0.499406009912,0.749627754092,0.837980002165,1.01714149117,0.199568598753,sand
